"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-02-16 ~ 2025-02-15"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"22","충청북도 청주시 청원구 내수읍 은곡리","일반","2**","은곡2길","계획관리","제2종근린생활","8m미만","332.81","992.00","22,000","","개인","개인","202502","10","","2013","-","직거래","-"
"23","충청북도 제천시 백운면 평동리","집합","723","","농림","숙박","12m미만","89.14"," ","9,014","1","법인","법인","202502","10","지분","2021","-","직거래","-"
"24","충청북도 충주시 용산동","일반","1***","남산로","제2종일반주거","제1종근린생활","25m미만","599.52","667.40","86,500","","개인","개인","202502","09","","2003","-","중개거래","충북 충주시"
"25","충청북도 충주시 용산동","일반","1***","금봉9길","제2종일반주거","제1종근린생활","12m미만","599.52","667.40","86,500","","개인","개인","202502","09","","2017","20250226","중개거래","충북 충주시"
"26","충청북도 충주시 성서동","일반","1**","성서1길","일반상업","제1종근린생활","12m미만","857.66","371.88","20,000","","개인","개인","202502","09","","","-","직거래","-"
"27","충청북도 청주시 흥덕구 복대동","집합","288-62","진재로","일반상업","판매","25m이상","48.60"," ","19,500","2","개인","개인","202502","08","","2017","-","중개거래","충북 청주시 흥덕구"
"28","충청북도 충주시 문화동","일반","1***","성터3길","제2종일반주거","제1종근린생활","12m미만","141.72","122.30","15,300","","개인","개인","202502","08","","1980","-","중개거래","충북 충주시"
"29","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","59.50"," ","2,000","8","법인","개인","202502","07","지분","2004","-","직거래","-"
"30","충청북도 충주시 충의동","일반","2**","충인2길","일반상업","제2종근린생활","12m미만","135.92","73.00","18,400","","개인","개인","202502","07","","1979","-","중개거래","충북 충주시"
"31","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","59.50"," ","1,800","7","개인","개인","202502","07","지분","2004","-","직거래","-"
"32","충청북도 제천시 백운면 평동리","집합","723","","계획관리","숙박","12m미만","89.14"," ","9,014","1","법인","법인","202502","06","지분","2021","-","직거래","-"
"33","충청북도 충주시 성서동","일반","1**","성서1길","일반상업","교육연구","12m미만","7.75","3.36","500","","개인","개인","202502","06","","1997","-","직거래","-"
"34","충청북도 청주시 흥덕구 복대동","집합","288-126","대농로","일반상업","숙박","25m이상","20.81"," ","6,800","13","개인","개인","202502","06","","2016","-","중개거래","전북 익산시"
"35","충청북도 청주시 흥덕구 가경동","일반","1***","장구봉로","제1종일반주거","제2종근린생활","25m미만","662.94","87.66","24,000","","개인","개인","202502","06","지분","1997","-","직거래","-"
"36","충청북도 제천시 신월동","집합","1138-1","바이오밸리로","자연녹지","판매","25m이상","43.80"," ","9,000","","개인","개인","202502","05","","2005","-","직거래","-"
"37","충청북도 음성군 금왕읍 유촌리","집합","851","금왕테크노2길","준공업","제1종근린생활","25m미만","47.34"," ","41,662","1","개인","법인","202502","05","","2023","-","직거래","-"
"38","충청북도 음성군 금왕읍 유촌리","집합","851","금왕테크노2길","준공업","제1종근린생활","25m미만","47.24"," ","41,553","1","개인","법인","202502","05","","2023","-","직거래","-"
"39","충청북도 청주시 흥덕구 복대동","집합","288-15","대농로","일반상업","교육연구","25m이상","88.80"," ","32,640","6","개인","개인","202502","05","","2013","-","중개거래","충북 청주시 흥덕구"
"40","충청북도 음성군 금왕읍 유촌리","집합","851","금왕테크노2길","준공업","제2종근린생활","25m미만","47.04"," ","41,445","1","개인","법인","202502","05","","2023","-","직거래","-"
"41","충청북도 충주시 주덕읍 화곡리","집합","1250","","준공업","제1종근린생활","25m미만","71.37"," ","17,000","2","개인","개인","202502","05","","","-","직거래","-"
"42","충청북도 음성군 금왕읍 유촌리","집합","851","금왕테크노2길","준공업","제2종근린생활","25m미만","47.10"," ","41,445","1","개인","법인","202502","05","","2023","-","직거래","-"
"43","충청북도 청주시 흥덕구 복대동","집합","288-15","대농로","일반상업","교육연구","25m이상","98.40"," ","35,360","6","개인","개인","202502","05","","2013","-","중개거래","충북 청주시 흥덕구"
"44","충청북도 청주시 상당구 미원면 미원리","일반","5**","미원시내2길","일반상업","제1종근린생활","8m미만","449.82","393.00","18,500","","개인","개인","202502","05","","1986","-","중개거래","충북 청주시 청원구"
"45","충청북도 청주시 서원구 사창동","일반","1**","봉명로150번길","일반상업","기타","8m미만","414.81","238.10","69,000","","법인","법인","202502","04","","1983","-","직거래","-"
"46","충청북도 청주시 서원구 분평동","집합","1368","1순환로","준주거","제1종근린생활","25m이상","42.44"," ","19,000","1","기타","개인","202502","04","","2002","-","직거래","-"
"47","충청북도 충주시 성남동","일반","1**","성남2길","일반상업","제2종근린생활","12m미만","29.88","49.00","4,000","","개인","개인","202502","03","","","20250224","중개거래","충북 충주시"
"48","충청북도 충주시 성남동","일반","1**","성남2길","일반상업","제2종근린생활","12m미만","29.88","49.00","4,000","","개인","개인","202502","03","","1986","20250221","중개거래","충북 충주시"
"49","충청북도 청주시 흥덕구 오송읍 오송리","일반","6*","오송4길","계획관리","제1종근린생활","12m미만","111.42","187.00","67,500","","개인","개인","202502","03","","2023","20250420","중개거래","충북 청주시 흥덕구"
"50","충청북도 충주시 성남동","일반","1**","성남2길","일반상업","제2종근린생활","12m미만","58.15","49.00","8,000","","개인","개인","202502","03","","1986","20250221","중개거래","충북 충주시"
"51","충청북도 충주시 성남동","일반","1**","성남2길","일반상업","제2종근린생활","12m미만","58.15","49.00","8,000","","개인","개인","202502","03","","1986","20250224","중개거래","충북 충주시"
"52","충청북도 충주시 성남동","일반","1**","성남2길","일반상업","제2종근린생활","12m미만","58.15","55.00","11,500","","개인","개인","202502","03","","1986","-","중개거래","충북 충주시"
"53","충청북도 충주시 연수동","집합","503-27","예성로","제2종일반주거","제1종근린생활","25m미만","33.20"," ","3,800","","개인","개인","202502","03","","1988","-","직거래","-"
"54","충청북도 청주시 청원구 주성동","집합","336","율량로","제3종일반주거","제2종근린생활","25m이상","27.36"," ","11,000","2","개인","개인","202502","03","","2014","-","중개거래","충북 청주시 청원구"
"55","충청북도 청주시 흥덕구 복대동","집합","334","죽천로79번길","제2종일반주거","판매","25m미만","36.00"," ","20,000","","개인","개인","202502","03","","1996","-","직거래","-"
"56","충청북도 청주시 서원구 남이면 가마리","일반","2*","청남로","자연녹지","기타","25m이상","5259.40","8790.00","987,900","","법인","법인","202502","03","","2011","-","직거래","-"
"57","충청북도 충주시 소태면 덕은리","일반","4*","주치길","생산관리","제2종근린생활","8m미만","50.00","288.00","9,145","","개인","개인","202502","01","","2012","-","중개거래","충북 충주시"
"58","충청북도 괴산군 연풍면 주진리","일반","4**","은티중리길","보전관리","제2종근린생활","8m미만","114.24","413.00","9,000","","개인","개인","202502","01","","2017","-","중개거래","충북 괴산군"
"59","충청북도 청주시 청원구 오창읍 각리","집합","637-6","오창중앙로","제3종일반주거","교육연구","25m이상","41.18"," ","15,000","3","개인","개인","202501","24","","2006","-","중개거래","충북 청주시 청원구"
"60","충청북도 청주시 흥덕구 송절동","집합","694","송화로","일반상업","제2종근린생활","25m이상","79.32"," ","82,000","1","개인","법인","202501","24","","2019","-","직거래","-"
"61","충청북도 청주시 서원구 수곡동","일반","3*","수영로36번길","제2종일반주거","기타","12m미만","283.87","171.60","38,500","","법인","개인","202501","24","","2007","-","직거래","-"
"62","충청북도 청주시 청원구 오창읍 각리","집합","637-6","오창중앙로","제3종일반주거","교육연구","25m이상","41.18"," ","16,500","3","개인","개인","202501","24","","2006","-","중개거래","충북 청주시 청원구"
"63","충청북도 음성군 대소면 오류리","집합","890","대금로","계획관리","판매","12m미만","82.16"," ","23,700","","개인","개인","202501","23","","2014","-","직거래","-"
"64","충청북도 청주시 상당구 남문로1가","일반","6*","성안로","일반상업","기타","12m미만","603.57","206.50","128,830","","법인","개인","202501","23","","1975","-","중개거래","충북 청주시 흥덕구"
"65","충청북도 충주시 호암동","집합","1191","호암토성2로","제3종일반주거","제2종근린생활","25m이상","41.40"," ","16,100","2","개인","개인","202501","23","","2019","-","중개거래","충북 충주시"
"66","충청북도 음성군 음성읍 읍내리","일반","6**","시장로115번길","일반상업","제1종근린생활","12m미만","48.26","34.00","10,500","","개인","개인","202501","23","","","-","중개거래","충북 음성군"
"67","충청북도 청주시 흥덕구 지동동","일반","5**","직지대로112번길","자연녹지","제2종근린생활","8m미만","198.00","995.00","62,000","","개인","개인","202501","23","","2022","-","중개거래","충북 청주시 흥덕구"
"68","충청북도 청주시 청원구 내덕동","일반","4**","1순환로197번길","제2종일반주거","교육연구","12m미만","794.96","171.00","145,000","","개인","개인","202501","22","","2019","-","직거래","-"
"69","충청북도 청주시 흥덕구 송절동","집합","692","송화로150번길","일반상업","제1종근린생활","25m미만","128.27"," ","50,000","2","개인","개인","202501","22","","2019","-","직거래","-"
"70","충청북도 제천시 송학면 송한리","일반","1**","송학주천로16길","계획관리","제1종근린생활","8m미만","488.43","1500.00","7,000","","개인","개인","202501","21","","1997","-","직거래","-"
"71","충청북도 청주시 청원구 오창읍 양청리","집합","818-5","중심상업로","중심상업","업무","25m이상","137.16"," ","18,470","7","개인","법인","202501","21","","2007","-","중개거래","충북 청주시 청원구"
"72","충청북도 괴산군 괴산읍 동부리","일반","5**","","일반상업","제1종근린생활","12m미만","115.92","12.00","7,998","","개인","개인","202501","21","","1983","-","직거래","-"
"73","충청북도 청주시 서원구 산남동","집합","654","산남로","일반상업","제1종근린생활","25m미만","49.60"," ","27,000","1","개인","개인","202501","21","","2010","-","중개거래","충북 청주시 서원구"
"74","충청북도 청주시 서원구 산남동","집합","654","산남로","일반상업","제1종근린생활","25m미만","53.32"," ","28,000","1","개인","개인","202501","21","","2010","-","중개거래","충북 청주시 서원구"
"75","충청북도 청주시 청원구 오창읍 양청리","집합","818-5","중심상업로","중심상업","업무","25m이상","102.20"," ","13,780","7","개인","법인","202501","21","","2007","-","중개거래","충북 청주시 청원구"
"76","충청북도 충주시 성서동","일반","1**","성서1길","일반상업","제1종근린생활","12m미만","61.61","13.48","10,000","8","개인","개인","202501","21","","","-","직거래","-"
"77","충청북도 제천시 청전동","일반","1**","의림대로","준주거","제1종근린생활","25m이상","1357.55","1363.00","474,000","","법인","개인","202501","21","","2012","-","중개거래","충북 제천시"
"78","충청북도 음성군 금왕읍 무극리","일반","5**","","일반상업","제1종근린생활","25m미만","392.74","57.75","15,500","","개인","개인","202501","21","지분","","-","직거래","-"
"79","충청북도 제천시 강제동","일반","3*","강저로","일반공업","제2종근린생활","25m이상","241.60","1636.00","78,280","","개인","개인","202501","20","","2017","20250523","중개거래","충북 제천시"
"80","충청북도 제천시 강제동","일반","3*","강저로","일반공업","제2종근린생활","25m이상","241.60","1636.00","78,280","","법인","개인","202501","20","","2017","20250414","중개거래","충북 제천시"
"81","충청북도 영동군 상촌면 임산리","일반","7**","민주지산로","계획관리","제1종근린생활","12m미만","70.15","105.00","4,500","","개인","개인","202501","20","","1990","-","직거래","-"
"82","충청북도 증평군 증평읍 증평리","일반","3**","중앙로6길","제2종일반주거","제1종근린생활","12m미만","481.68","154.00","44,500","","개인","개인","202501","20","","1993","-","중개거래","충북 증평군"
"83","충청북도 청주시 청원구 오창읍 일신리","일반","2**","일신길","계획관리","제2종근린생활","8m미만","496.40","2314.00","126,000","","법인","개인","202501","20","","2021","-","중개거래","충북 청주시 청원구"
"84","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","59.50"," ","2,000","8","개인","개인","202501","20","지분","2004","-","직거래","-"
"85","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","129.60"," ","43,387","2","법인","개인","202501","19","","2020","-","중개거래","충북 청주시 흥덕구"
"86","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","148.73"," ","45,251","2","법인","개인","202501","19","","2020","-","중개거래","충북 청주시 흥덕구"
"87","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","104.13"," ","29,718","2","법인","개인","202501","19","","2020","-","중개거래","충북 청주시 흥덕구"
"88","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","138.06"," ","44,641","2","법인","개인","202501","19","","2020","-","중개거래","충북 청주시 흥덕구"
"89","충청북도 청주시 청원구 북이면 장양리","일반","4**","장양길","계획관리","제2종근린생활","-","382.20","2871.00","63,000","","법인","개인","202501","19","","2024","-","중개거래","충북 청주시 청원구"
"90","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","120.60"," ","39,002","2","법인","개인","202501","19","","2020","-","중개거래","충북 청주시 흥덕구"
"91","충청북도 청주시 청원구 내덕동","일반","2**","중앙로","제2종일반주거","제1종근린생활","25m미만","204.01","128.40","26,700","","개인","개인","202501","17","","","-","직거래","-"
"92","충청북도 옥천군 옥천읍 금구리","일반","2**","양수로","제2종일반주거","제2종근린생활","12m미만","170.68","92.50","10,000","","개인","개인","202501","17","지분","1998","-","직거래","-"
"93","충청북도 청주시 흥덕구 복대동","일반","4**","진재로","제2종일반주거","제2종근린생활","25m미만","736.21","361.00","298,000","","개인","개인","202501","15","","2017","20250204","중개거래","대전 서구"
"94","충청북도 보은군 회인면 오동리","일반","2**","보청대로","보전관리","제2종근린생활","12m미만","386.70","761.00","30,200","","법인","개인","202501","15","","2000","-","직거래","-"
"95","충청북도 청주시 흥덕구 복대동","집합","2835","2순환로1167번길","일반상업","업무","25m미만","169.72"," ","3,000","5","개인","개인","202501","14","지분","2003","-","직거래","-"
"96","충청북도 청주시 흥덕구 복대동","집합","2835","2순환로1167번길","일반상업","업무","25m미만","114.48"," ","2,000","5","개인","개인","202501","14","지분","2003","-","직거래","-"
"97","충청북도 청주시 흥덕구 복대동","집합","2835","2순환로1167번길","일반상업","업무","25m미만","171.32"," ","3,100","5","개인","개인","202501","14","지분","2003","-","직거래","-"
"98","충청북도 음성군 맹동면 두성리","집합","1470","장성4길","일반상업","제1종근린생활","12m미만","54.00"," ","42,297","1","개인","개인","202501","14","","2017","-","직거래","-"
"99","충청북도 청주시 흥덕구 복대동","집합","2835","2순환로1167번길","일반상업","업무","25m미만","200.06"," ","3,600","5","개인","개인","202501","14","지분","2003","-","직거래","-"
"100","충청북도 청주시 청원구 우암동","일반","3**","직지대로832번길","제2종일반주거","제2종근린생활","12m미만","346.36","213.90","42,000","","개인","개인","202501","13","","1987","-","직거래","-"
"101","충청북도 청주시 청원구 우암동","일반","9**","무심동로","제1종일반주거","제2종근린생활","25m이상","565.11","235.00","63,000","","개인","개인","202501","13","","1993","-","중개거래","충북 청주시 상당구, 충북 청주시 서원구"
"102","충청북도 괴산군 괴산읍 동부리","일반","5**","읍내로11길","일반상업","제1종근린생활","12m미만","215.13","246.00","46,000","","개인","개인","202501","13","","1978","-","직거래","-"
"103","충청북도 괴산군 괴산읍 동부리","일반","7**","읍내로4길","준주거","제2종근린생활","12m미만","45.00","80.00","11,900","","법인","개인","202501","11","","2012","-","중개거래","충북 괴산군"
"104","충청북도 청주시 청원구 율량동","집합","2032","1순환로","일반상업","기타","25m이상","227.18"," ","64,900","5","법인","개인","202501","10","","2016","-","중개거래","충북 청주시 청원구"
"105","충청북도 청주시 청원구 율량동","집합","2032","1순환로","일반상업","기타","25m이상","196.78"," ","56,200","5","법인","개인","202501","10","","2016","-","중개거래","충북 청주시 청원구"
"106","충청북도 청주시 상당구 문화동","일반","1**","상당로","일반상업","제1종근린생활","25m이상","504.73","229.10","176,570","","법인","개인","202501","10","","1978","-","직거래","-"
"107","충청북도 충주시 중앙탑면 용전리","집합","661","원앙9길","제3종일반주거","제2종근린생활","25m이상","30.38"," ","27,000","1","개인","개인","202501","10","","2017","-","중개거래","충북 충주시"
"108","충청북도 청주시 상당구 문화동","일반","9*","상당로58번길","일반상업","제2종근린생활","12m미만","601.20","854.30","262,587","","법인","개인","202501","10","","","-","직거래","-"
"109","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","148.73"," ","30,000","8","개인","개인","202501","10","","2020","-","직거래","-"
"110","충청북도 충주시 주덕읍 화곡리","집합","1246","화개1길","준공업","제2종근린생활","25m미만","23.36"," ","6,000","2","개인","개인","202501","10","","2024","-","직거래","-"
"111","충청북도 청주시 상당구 문화동","일반","1**","상당로","일반상업","제1종근린생활","25m이상","975.38","267.40","242,297","","법인","개인","202501","10","","1983","-","직거래","-"
"112","충청북도 단양군 매포읍 평동리","일반","6*","평동로","제2종일반주거","제1종근린생활","25m미만","152.70","343.00","31,700","","개인","개인","202501","10","","1996","-","직거래","-"
"113","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","59.50"," ","1,850","1","법인","법인","202501","10","지분","2004","-","직거래","-"
"114","충청북도 청주시 청원구 율량동","집합","2032","1순환로","일반상업","기타","25m이상","129.43"," ","36,900","5","법인","개인","202501","10","","2016","-","중개거래","충북 청주시 청원구"
"115","충청북도 청주시 청원구 오창읍 양청리","집합","821-1","오창공원로","중심상업","숙박","25m이상","26.52"," ","7,300","12","개인","개인","202501","09","","2019","-","중개거래","충북 청주시 흥덕구"
"116","충청북도 청주시 서원구 남이면 수대리","일반","*","청남로","자연녹지","제1종근린생활","8m미만","134.66","688.00","38,320","","법인","법인","202501","09","","2020","-","직거래","-"
"117","충청북도 영동군 영동읍 계산리","일반","4**","영산로","준주거","제1종근린생활","12m미만","239.44","212.00","54,000","","개인","개인","202501","09","","2013","-","직거래","-"
"118","충청북도 충주시 호암동","일반","1**","호암중앙1로","제2종일반주거","제1종근린생활","25m미만","491.25","301.00","104,700","","개인","개인","202501","09","","2017","-","직거래","-"
"119","충청북도 충주시 주덕읍 신양리","일반","1**","쌀전길","일반상업","제1종근린생활","8m미만","347.32","331.00","35,000","","개인","개인","202501","09","","1995","-","직거래","-"
"120","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","40.80"," ","700","2","개인","법인","202501","08","지분","2004","-","직거래","-"
"121","충청북도 제천시 백운면 평동리","집합","723","","농림","숙박","12m미만","62.07"," ","5,340","6","법인","법인","202501","08","지분","2021","-","직거래","-"
"122","충청북도 진천군 덕산읍 용몽리","일반","3**","용몽로","자연녹지","기타","8m미만","1338.34","4106.00","371,230","","공공기관","개인","202501","07","","2014","-","직거래","-"
"123","충청북도 제천시 백운면 평동리","집합","723","","농림","숙박","12m미만","62.07"," ","5,340","6","법인","법인","202501","07","지분","2021","-","직거래","-"
"124","충청북도 충주시 호암동","집합","1216","호암토성2로","일반상업","제2종근린생활","25m미만","166.05"," ","42,698","4","개인","기타","202501","07","","2019","-","직거래","-"
"125","충청북도 충주시 앙성면 영죽리","일반","7**","상영죽길","보전관리","제2종근린생활","8m미만","88.32","650.00","25,000","","개인","개인","202501","06","","2009","-","중개거래","충북 충주시"
"126","충청북도 증평군 도안면 도당리","일반","3**","모래재로","농림","제2종근린생활","25m미만","286.30","1490.00","55,000","","개인","개인","202501","06","","1992","20250107","직거래","-"
"127","충청북도 증평군 도안면 도당리","일반","3**","모래재로","농림","제2종근린생활","25m미만","335.30","1490.00","55,000","","개인","개인","202501","06","","1992","-","직거래","-"
"128","충청북도 보은군 보은읍 삼산리","집합","30-9","삼산남로","일반상업","제1종근린생활","8m미만","123.00"," ","16,800","","개인","개인","202501","05","","1980","-","직거래","-"
"129","충청북도 진천군 광혜원면 광혜원리","집합","427-10","중리2길","준주거","제2종근린생활","12m미만","96.25"," ","4,100","","개인","개인","202501","05","","1995","-","직거래","-"
"130","충청북도 청주시 청원구 내덕동","일반","2**","새터로","제2종일반주거","제2종근린생활","25m이상","238.86","215.20","35,000","","개인","개인","202501","04","","2003","-","중개거래","충북 청주시 청원구"
"131","충청북도 음성군 맹동면 두성리","집합","1494","장성로","일반상업","제1종근린생활","12m미만","138.94"," ","19,800","3","기타","개인","202501","04","","2015","-","중개거래","충북 음성군"
"132","충청북도 증평군 증평읍 초중리","일반","5**","초중6길","제2종일반주거","제2종근린생활","25m미만","99.19","387.40","28,750","","개인","개인","202501","04","","2011","-","중개거래","충북 증평군"
"133","충청북도 영동군 영동읍 설계리","일반","1**","기골로","자연녹지","제2종근린생활","12m미만","127.29","641.00","25,000","","개인","개인","202501","03","","2019","-","직거래","-"
"134","충청북도 청주시 서원구 남이면 가좌리","일반","9*","가좌신송로","자연녹지","제2종근린생활","8m미만","328.90","2146.10","113,000","","개인","법인","202501","03","","2022","-","직거래","-"
"135","충청북도 청주시 흥덕구 봉명동","집합","1603-5","과상미로9번길","제2종일반주거","제1종근린생활","25m미만","108.18"," ","9,500","2","개인","개인","202501","02","","1985","-","중개거래","충북 청주시 흥덕구"
"136","충청북도 청주시 상당구 탑동","집합","390","용담로","제2종일반주거","제2종근린생활","12m미만","28.08"," ","20,000","1","개인","개인","202501","02","","2022","-","직거래","-"
"137","충청북도 청주시 상당구 남문로2가","일반","9*","무심동로336번길","일반상업","제1종근린생활","12m미만","493.77","509.10","200,000","","개인","개인","202501","02","","1997","-","직거래","-"
"138","충청북도 음성군 원남면 하당리","집합","177-1","하당길","계획관리","제1종근린생활","25m미만","39.41"," ","10,372","1","개인","개인","202412","31","","2023","-","직거래","-"
"139","충청북도 음성군 원남면 하당리","집합","177-1","하당길","계획관리","제2종근린생활","25m미만","166.44"," ","32,105","2","개인","개인","202412","31","","2023","-","직거래","-"
"140","충청북도 청주시 서원구 수곡동","일반","4*","청남로2110번길","제1종일반주거","제2종근린생활","12m미만","531.60","244.70","55,000","","개인","개인","202412","31","","2001","-","직거래","-"
"141","충청북도 청주시 서원구 사직동","집합","265-5","사운로","일반상업","제1종근린생활","25m이상","57.90"," ","17,736","1","법인","개인","202412","30","","2009","-","직거래","-"
