"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-02-16 ~ 2025-02-15"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"92","경기도 이천시 관고동","집합","519","영창로","제2종일반주거","제2종근린생활","-","45.99"," ","32,520","1","개인","개인","202502","13","","2024","20250624","직거래","-"
"93","경기도 화성만세구 우정읍 조암리","일반","7**","버들로","자연녹지","제2종근린생활","8m미만","79.61","120.00","13,286","","개인","개인","202502","13","","2008","-","직거래","-"
"94","경기도 용인시 처인구 남사읍 봉무리","집합","257-1","","자연녹지","숙박","12m미만","3.71"," ","239","3","개인","법인","202502","13","지분","1985","-","직거래","-"
"95","경기도 용인시 처인구 남사읍 봉무리","집합","257-1","","자연녹지","숙박","12m미만","74.27"," ","969","6","법인","법인","202502","13","지분","1985","-","직거래","-"
"96","경기도 용인시 처인구 남사읍 봉무리","집합","257-1","","자연녹지","숙박","12m미만","74.27"," ","623","4","개인","법인","202502","13","지분","1985","-","직거래","-"
"97","경기도 화성만세구 팔탄면 지월리","집합","499-11","서해로987번길","계획관리","제2종근린생활","12m미만","25.08"," ","2,000","2","개인","개인","202502","13","","2005","-","중개거래","경기 수원시 권선구"
"98","경기도 화성동탄구 오산동","집합","978","동탄감배산로","중심상업","업무","25m이상","40.05"," ","19,500","23","개인","개인","202502","13","","2021","-","중개거래","경기 화성시"
"99","경기도 화성만세구 팔탄면 지월리","집합","499-11","서해로987번길","계획관리","제1종근린생활","12m미만","27.65"," ","2,300","1","개인","개인","202502","13","","2005","-","중개거래","경기 수원시 권선구"
"100","경기도 안성시 공도읍 용두리","집합","755-5","공도로","제2종일반주거","제2종근린생활","25m미만","31.02"," ","20,500","1","개인","개인","202502","13","","","-","중개거래","경기 안성시"
"101","경기도 광주시 곤지암읍 연곡리","일반","3**","연곡길","계획관리","제2종근린생활","8m미만","199.80","681.80","83,000","","개인","개인","202502","13","","2025","20250403","중개거래","경기 광주시"
"102","경기도 광주시 도척면 유정리","일반","6**","도척로","생산관리","제2종근린생활","8m미만","270.00","2533.00","100,000","","법인","개인","202502","13","","2023","20250325","중개거래","경기 광주시"
"103","경기도 광주시 도척면 유정리","일반","6**","도척로","생산관리","제2종근린생활","8m미만","733.30","1490.00","100,000","","법인","개인","202502","13","","2020","20250325","중개거래","경기 광주시"
"104","경기도 광주시 도척면 유정리","일반","6**","도척로","생산관리","제2종근린생활","8m미만","270.00","2533.00","90,000","","법인","개인","202502","13","","2023","-","중개거래","경기 광주시"
"105","경기도 광주시 도척면 유정리","일반","6**","도척로","생산관리","제2종근린생활","8m미만","733.30","1490.00","94,000","","법인","개인","202502","13","","2020","-","중개거래","경기 광주시"
"106","경기도 수원시 영통구 이의동","집합","1358","광교로42번길","준주거","기타","25m미만","70.88"," ","35,000","8","개인","개인","202502","13","","2017","-","직거래","-"
"107","경기도 수원시 영통구 이의동","집합","1254","대학3로","준주거","제2종근린생활","25m미만","132.89"," ","55,000","5","법인","법인","202502","13","","2019","-","중개거래","경기 수원시 영통구"
"108","경기도 안양시 동안구 호계동","집합","555-9","엘에스로","준공업","제2종근린생활","25m이상","19.86"," ","8,000","","법인","개인","202502","13","","2003","-","중개거래","경기 안양시 동안구"
"109","경기도 수원시 영통구 이의동","집합","1254","대학3로","준주거","제2종근린생활","25m미만","93.60"," ","38,000","5","법인","법인","202502","13","","2019","-","중개거래","경기 수원시 영통구"
"110","경기도 수원시 영통구 이의동","집합","1254","대학3로","준주거","제2종근린생활","25m미만","86.40"," ","34,000","5","법인","법인","202502","13","","2019","-","중개거래","경기 수원시 영통구"
"111","경기도 수원시 영통구 이의동","집합","1254","대학3로","준주거","제2종근린생활","25m미만","69.60"," ","27,000","5","법인","법인","202502","13","","2019","-","중개거래","경기 수원시 영통구"
"112","경기도 수원시 영통구 이의동","집합","1254","대학3로","준주거","제2종근린생활","25m미만","206.87"," ","86,000","5","법인","법인","202502","13","","2019","-","중개거래","경기 수원시 영통구"
"113","경기도 부천시 원미구 상동","집합","545-7","소향로37번길","일반상업","제2종근린생활","25m미만","268.49"," ","58,000","4","법인","개인","202502","13","","2002","-","중개거래","경기 부천시 원미구"
"114","경기도 안양시 동안구 호계동","집합","555-9","엘에스로","준공업","판매","25m이상","22.90"," ","20,000","","법인","개인","202502","13","","2003","-","중개거래","경기 안양시 동안구"
"115","경기도 양주시 광적면 덕도리","일반","2**","광적로224번길","계획관리","제2종근린생활","8m미만","198.00","1189.00","71,500","","법인","개인","202502","13","","2022","-","중개거래","경기 양주시"
"116","경기도 양주시 광적면 덕도리","일반","2**","광적로224번길","계획관리","제2종근린생활","8m미만","198.00","1081.00","71,500","","법인","개인","202502","13","","2022","-","중개거래","경기 양주시"
"117","경기도 부천시 원미구 상동","집합","546-8","소향로","일반상업","제1종근린생활","25m이상","53.58"," ","52,000","1","개인","개인","202502","13","","2003","-","중개거래","경기 부천시 원미구"
"118","경기도 양평군 단월면 덕수리","일반","1**","","계획관리","제2종근린생활","-","56.24","261.00","23,748","","개인","법인","202502","13","","2023","-","직거래","-"
"119","경기도 안양시 동안구 호계동","집합","555-9","엘에스로","준공업","제2종근린생활","25m이상","19.86"," ","8,000","","법인","개인","202502","13","","2003","20250221","중개거래","경기 안양시 동안구"
"120","경기도 안산시 단원구 고잔동","집합","710-1","광덕서로","중심상업","업무","25m미만","46.01"," ","6,600","","법인","개인","202502","13","","2002","-","중개거래","경기 안산시 단원구"
"121","경기도 화성만세구 우정읍 화산리","일반","5**","장포길","계획관리","제2종근린생활","8m미만","807.80","2186.00","150,000","","법인","개인","202502","13","","2013","-","직거래","-"
"122","경기도 용인시 처인구 마평동","집합","732-2","경안천로36번길","준주거","제1종근린생활","12m미만","20.25"," ","4,900","","개인","개인","202502","13","","1997","-","직거래","-"
"123","경기도 용인시 처인구 마평동","집합","732-2","경안천로36번길","준주거","제1종근린생활","12m미만","120.03"," ","29,100","","개인","개인","202502","13","","1997","-","직거래","-"
"124","경기도 포천시 군내면 유교리","일반","8*","포천로1160번길","생산관리","제1종근린생활","12m미만","190.00","971.00","62,000","","개인","법인","202502","13","","2023","-","중개거래","경기 포천시"
"125","경기도 포천시 군내면 명산리","일반","2**","꽃배산길","계획관리","제2종근린생활","8m미만","324.00","966.00","81,760","","법인","개인","202502","13","","2022","-","중개거래","경기 포천시"
"126","경기도 수원시 영통구 원천동","집합","605","광교호수공원로","일반상업","제2종근린생활","25m이상","56.62"," ","61,000","1","법인","법인","202502","13","","2022","-","직거래","-"
"127","경기도 부천시 원미구 중동","집합","1168","소향로","중심상업","업무","25m이상","28.95"," ","8,500","4","개인","개인","202502","13","","2003","-","중개거래","경기 부천시 원미구"
"128","경기도 고양시 일산동구 중산동","집합","1571-1","중산로","준주거","제1종근린생활","25m이상","118.56"," ","12,300","4","개인","개인","202502","13","","1996","-","직거래","-"
"129","경기도 고양시 일산동구 중산동","집합","1571-1","중산로","준주거","제1종근린생활","25m이상","97.68"," ","11,000","4","개인","개인","202502","13","","1996","-","직거래","-"
"130","경기도 부천시 오정구 고강동","집합","374","역곡로456번길","제2종일반주거","제2종근린생활","12m미만","41.58"," ","16,400","1","개인","개인","202502","13","","2021","-","직거래","-"
"131","경기도 부천시 오정구 고강동","집합","374","역곡로456번길","제2종일반주거","제2종근린생활","12m미만","70.62"," ","30,100","1","개인","개인","202502","13","","2021","-","직거래","-"
"132","경기도 안양시 만안구 안양동","집합","196-32","전파로","일반공업","제1종근린생활","12m미만","31.70"," ","14,500","1","개인","개인","202502","13","","1993","-","중개거래","경기 안양시 만안구"
"133","경기도 안산시 단원구 원시동","집합","775-3","동산로","일반공업","제2종근린생활","25m이상","79.50"," ","19,000","2","개인","법인","202502","13","","2016","-","중개거래","경기 안산시 단원구"
"134","경기도 안양시 동안구 호계동","집합","555-9","엘에스로","준공업","판매","25m이상","22.90"," ","20,000","","법인","개인","202502","13","","2003","20250221","중개거래","경기 안양시 동안구"
"135","경기도 용인시 수지구 상현동","집합","254-14","만현로","제3종일반주거","제1종근린생활","25m미만","157.95"," ","23,000","","개인","개인","202502","13","지분","2003","-","직거래","-"
"136","경기도 남양주시 진건읍 용정리","일반","7**","사릉로용정2길","제1종일반주거","제2종근린생활","8m미만","621.51","325.00","71,000","","개인","개인","202502","13","","1997","20250226","중개거래","경기 남양주시"
"137","경기도 남양주시 진건읍 용정리","일반","7**","사릉로용정2길","제1종일반주거","제2종근린생활","8m미만","621.51","214.00","62,500","","개인","개인","202502","13","","1997","-","중개거래","경기 남양주시"
"138","경기도 용인시 기흥구 영덕동","집합","517-1","중부대로","준공업","판매","25m이상","59.92"," ","20,800","","개인","개인","202502","12","","","-","중개거래","경기 용인시 기흥구, 서울 서초구"
"139","경기도 고양시 일산동구 백석동","집합","1194","중앙로","준주거","기타","25m이상","66.46"," ","9,500","4","개인","개인","202502","12","","","-","직거래","-"
"140","경기도 안양시 동안구 비산동","집합","1107","시민대로","중심상업","업무","25m이상","33.64"," ","14,500","5","개인","개인","202502","12","","2004","-","중개거래","경기 안양시 동안구"
"141","경기도 안산시 단원구 고잔동","집합","531-5","중앙대로","일반상업","제2종근린생활","25m이상","95.98"," ","77,571","4","법인","법인","202502","12","","1985","-","직거래","-"
"142","경기도 평택시 포승읍 도곡리","일반","1***","여술3길","제2종일반주거","제2종근린생활","12m미만","429.69","56.45","14,000","","개인","개인","202502","12","지분","2005","-","직거래","-"
