"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-16 ~ 2026-02-15"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"20","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","59.28"," ","24,784","1","개인","법인","202602","02","","2002","-","직거래","-"
"21","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","52.26"," ","17,406","2","개인","법인","202602","02","","2002","-","직거래","-"
"22","충청북도 청주시 서원구 개신동","집합","708","복대로17번길","준주거","제2종근린생활","12m미만","29.82"," ","5,300","1","개인","법인","202602","02","","2012","-","중개거래","충북 청주시 흥덕구"
"23","충청북도 청주시 흥덕구 복대동","집합","288-126","대농로","일반상업","제2종근린생활","25m이상","33.84"," ","65,000","1","개인","개인","202602","02","지분","2016","-","직거래","-"
"24","충청북도 청주시 청원구 북이면 대율리","일반","1**","팔결신대로","계획관리","제2종근린생활","8m미만","495.00","1587.00","84,500","","개인","개인","202602","02","","2019","-","중개거래","충북 청주시 청원구"
"25","충청북도 청주시 흥덕구 복대동","집합","288-6","대농로","일반상업","제2종근린생활","25m이상","33.00"," ","22,000","2","개인","개인","202601","31","","2018","-","중개거래","충북 청주시 흥덕구"
"26","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","52.26"," ","16,823","2","개인","법인","202601","30","","2002","-","직거래","-"
"27","충청북도 청주시 청원구 오창읍 송대리","집합","318-3","중부로","일반상업","숙박","25m미만","21.45"," ","3,990","10","개인","개인","202601","30","","2019","-","중개거래","충북 청주시 청원구"
"28","충청북도 충주시 호암동","일반","2**","용산천변길","제2종일반주거","제2종근린생활","8m미만","364.03","732.00","115,000","","기타","개인","202601","30","","2022","-","중개거래","충북 충주시"
"29","충청북도 청주시 흥덕구 강서동","집합","470","가로수로1164번길","일반상업","제2종근린생활","25m미만","71.15"," ","29,600","1","개인","법인","202601","30","","2021","-","중개거래","충북 청주시 흥덕구"
"30","충청북도 청주시 흥덕구 가경동","집합","1697","가경로","준주거","제1종근린생활","25m미만","192.56"," ","14,000","5","개인","개인","202601","30","","2006","-","중개거래","충북 청주시 흥덕구"
"31","충청북도 제천시 청전동","일반","1**","용두천로","제2종일반주거","제2종근린생활","25m미만","69.09","162.00","12,000","","개인","개인","202601","30","","1977","-","중개거래","충북 제천시"
"32","충청북도 청주시 청원구 오창읍 양청리","집합","792-5","중심상업로","중심상업","제2종근린생활","25m이상","208.19"," ","34,800","3","개인","개인","202601","30","","2006","-","중개거래","충북 청주시 청원구"
"33","충청북도 제천시 명동","일반","1*","의림대로11길","일반상업","숙박","25m미만","2503.85","1621.10","580,000","","법인","법인","202601","30","","","-","중개거래","서울 강남구"
"34","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","26.13"," ","8,778","2","개인","법인","202601","30","","2002","-","직거래","-"
"35","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","29.64"," ","12,537","1","개인","법인","202601","30","","2002","-","직거래","-"
"36","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","59.28"," ","23,607","1","개인","법인","202601","30","","2002","-","직거래","-"
"37","충청북도 충주시 지현동","일반","2**","사직산8길","제2종일반주거","제1종근린생활","12m미만","125.84","116.00","12,400","","개인","개인","202601","29","","1983","-","중개거래","충북 충주시"
"38","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","26.13"," ","8,330","2","법인","법인","202601","29","","2002","-","직거래","-"
"39","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","52.26"," ","16,823","2","개인","법인","202601","29","","2002","-","직거래","-"
"40","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","59.28"," ","24,082","1","법인","법인","202601","29","","2002","-","직거래","-"
"41","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","29.64"," ","11,745","1","법인","법인","202601","29","","2002","-","직거래","-"
"42","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","59.28"," ","23,607","1","개인","법인","202601","29","","2002","-","직거래","-"
"43","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","52.26"," ","17,033","2","법인","법인","202601","29","","2002","-","직거래","-"
"44","충청북도 청주시 청원구 율량동","집합","2026","율량로190번길","일반상업","기타","12m미만","186.75"," ","58,000","4","법인","개인","202601","28","","2018","-","중개거래","충북 청주시 청원구"
"45","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","59.28"," ","25,070","1","개인","법인","202601","28","","2002","-","직거래","-"
"46","충청북도 청주시 상당구 문의면 미천리","일반","1**","문의시내2길","계획관리","제2종근린생활","8m미만","505.94","3058.00","218,000","","개인","개인","202601","28","","2008","-","중개거래","충북 청주시 흥덕구"
"47","충청북도 청주시 청원구 사천동","집합","48-1","2순환로","자연녹지","판매","25m이상","52.26"," ","17,560","2","개인","법인","202601","28","","2002","-","직거래","-"
"48","충청북도 청주시 서원구 사창동","집합","269-11","사직대로144번길","제3종일반주거","제1종근린생활","25m미만","17.79"," ","5,000","","개인","개인","202601","28","","1981","-","직거래","-"
"49","충청북도 제천시 화산동","일반","1**","숭의로","제2종일반주거","제1종근린생활","25m미만","161.81","106.00","20,930","","개인","개인","202601","28","","1992","-","직거래","-"
"50","충청북도 청주시 서원구 남이면 양촌리","일반","3**","양촌길","자연녹지","제2종근린생활","8m미만","166.00","730.00","25,700","","개인","개인","202601","27","","2024","-","중개거래","충북 청주시 흥덕구"
"51","충청북도 청주시 서원구 남이면 양촌리","일반","3**","양촌길","자연녹지","제2종근린생활","8m미만","143.83","730.00","27,300","","개인","개인","202601","27","","2024","-","중개거래","충북 청주시 흥덕구"
"52","충청북도 진천군 진천읍 읍내리","일반","1**","중앙동8길","일반상업","제2종근린생활","12m미만","23.75","32.00","5,480","","개인","개인","202601","26","","2002","-","중개거래","충북 진천군"
"53","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","138.06"," ","23,000","7","개인","개인","202601","26","","2020","20260202","중개거래","충북 청주시 상당구"
"54","충청북도 충주시 봉방동","일반","8**","","제2종일반주거","숙박","25m이상","7452.27","3446.00","398,000","","법인","법인","202601","26","","1990","-","중개거래","서울 마포구"
"55","충청북도 청주시 청원구 오창읍 송대리","집합","318-3","중부로","일반상업","숙박","25m미만","21.45"," ","3,990","20","개인","개인","202601","26","","2019","-","중개거래","충북 청주시 청원구"
"56","충청북도 옥천군 청산면 지전리","일반","2*","지전길","일반상업","제2종근린생활","12m미만","38.30","47.00","3,000","","개인","개인","202601","26","","","-","직거래","-"
"57","충청북도 청주시 상당구 용암동","집합","3072","중고개로141번길","일반상업","제1종근린생활","25m미만","138.06"," ","23,000","7","개인","개인","202601","25","","2020","-","중개거래","충북 청주시 상당구"
"58","충청북도 청주시 청원구 오창읍 양청리","집합","810-2","중부로","준주거","교육연구","25m이상","269.28"," ","80,000","3","개인","개인","202601","24","","2018","-","중개거래","충북 청주시 청원구"
"59","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","9.92"," ","8,208","13","법인","법인","202601","23","지분","2004","-","직거래","-"
"60","충청북도 충주시 연수동","일반","1***","계명대로","제2종일반주거","제2종근린생활","25m이상","233.51","1088.80","230,000","","법인","개인","202601","23","","2006","-","중개거래","충북 충주시"
"61","충청북도 청주시 청원구 내덕동","일반","6**","향군로159번길","제1종일반주거","제1종근린생활","12m미만","104.58","175.20","10,500","","개인","개인","202601","23","","1994","-","직거래","-"
"62","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,566","8","법인","법인","202601","23","지분","2004","-","직거래","-"
"63","충청북도 청주시 흥덕구 가경동","집합","1754","서현북로","준주거","제2종근린생활","25m미만","73.24"," ","38,500","1","개인","개인","202601","23","","2009","-","중개거래","충북 청주시 흥덕구"
"64","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,365","5","법인","법인","202601","23","지분","2004","-","직거래","-"
"65","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,365","7","법인","법인","202601","23","지분","2004","-","직거래","-"
"66","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","11","법인","법인","202601","23","지분","2004","-","직거래","-"
"67","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","12","법인","법인","202601","23","지분","2004","-","직거래","-"
"68","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","12","법인","법인","202601","23","지분","2004","-","직거래","-"
"69","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","2,581","17","법인","개인","202601","22","지분","2004","-","직거래","-"
"70","충청북도 청주시 청원구 오창읍 양청리","집합","793-1","중심상업로","중심상업","숙박","25m이상","26.15"," ","7,500","10","개인","개인","202601","22","","2023","-","중개거래","충북 청주시 청원구"
"71","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,566","8","법인","법인","202601","22","지분","2004","-","직거래","-"
"72","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,283","12","법인","개인","202601","22","지분","2004","-","직거래","-"
"73","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","13","법인","법인","202601","22","지분","2004","-","직거래","-"
"74","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,365","6","법인","개인","202601","22","지분","2004","-","직거래","-"
"75","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","2,617","7","법인","개인","202601","22","지분","2004","-","직거래","-"
"76","충청북도 청주시 흥덕구 복대동","일반","2***","성봉로237번길","제1종일반주거","제1종근린생활","12m미만","492.72","205.50","35,000","","개인","개인","202601","22","","2000","-","중개거래","충북 청주시 청원구"
"77","충청북도 청주시 서원구 사창동","집합","171-5","1순환로","일반상업","업무","25m이상","34.26"," ","4,100","13","개인","개인","202601","21","","","-","중개거래","충북 청주시 상당구"
"78","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","13","법인","법인","202601","21","지분","2004","-","직거래","-"
"79","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","8","법인","법인","202601","21","지분","2004","-","직거래","-"
"80","충청북도 제천시 중앙로1가","집합","77","풍양로","일반상업","판매","25m이상","16.60"," ","4,300","","개인","개인","202601","21","","1989","-","직거래","-"
"81","충청북도 충주시 칠금동","일반","6**","칠금11길","일반상업","기타","25m미만","389.16","400.00","105,000","","개인","기타","202601","21","","2011","-","직거래","-"
"82","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","2,000","9","법인","개인","202601","21","지분","2004","-","직거래","-"
"83","충청북도 청주시 청원구 오창읍 각리","집합","649-4","오창중앙로","근린상업","교육연구","25m미만","158.40"," ","16,600","6","법인","개인","202601","20","","2007","-","중개거래","충북 청주시 청원구"
"84","충청북도 청주시 흥덕구 복대동","집합","288-17","대농로","준주거","업무","25m이상","190.43"," ","55,979","7","법인","법인","202601","20","","2012","-","중개거래","충북 청주시 흥덕구"
"85","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","3.40"," ","1,000","3","개인","법인","202601","20","지분","2004","-","직거래","-"
"86","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","5","법인","법인","202601","20","지분","2004","-","직거래","-"
"87","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","34.71"," ","21,450","6","법인","법인","202601","20","지분","2004","-","직거래","-"
"88","충청북도 충주시 문화동","일반","1***","","일반상업","제1종근린생활","25m이상","5333.58","2089.10","380,000","","법인","법인","202601","20","","1994","20260130","중개거래","경기 광주시"
"89","충청북도 청주시 청원구 오창읍 각리","집합","649-4","오창중앙로","근린상업","교육연구","25m미만","205.14"," ","21,400","6","법인","개인","202601","20","","2007","-","중개거래","충북 청주시 청원구"
"90","충청북도 충주시 칠금동","일반","6**","칠금16길","제2종일반주거","제2종근린생활","12m미만","327.00","176.30","18,500","","개인","개인","202601","19","","2006","-","직거래","-"
"91","충청북도 음성군 음성읍 읍내리","일반","3**","수정로56번길","일반상업","제1종근린생활","8m미만","198.73","182.00","20,000","","개인","개인","202601","19","","1989","-","중개거래","충북 음성군"
"92","충청북도 청주시 흥덕구 봉명동","일반","2***","덕암로35번길","준공업","업무","12m미만","776.72","400.00","112,700","","개인","개인","202601","19","","2009","-","중개거래","충북 청주시 흥덕구"
"93","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","10.20"," ","5,034","3","법인","법인","202601","19","지분","2004","-","직거래","-"
"94","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,283","13","법인","법인","202601","19","지분","2004","-","직거래","-"
"95","충청북도 진천군 덕산읍 두촌리","집합","3149","연미로","제3종일반주거","제2종근린생활","25m이상","36.00"," ","50,000","1","개인","개인","202601","19","","2020","-","중개거래","경기 안양시 만안구"
"96","충청북도 진천군 진천읍 읍내리","일반","3**","중앙서3길","제1종일반주거","제2종근린생활","8m미만","179.32","205.00","14,500","","개인","개인","202601","19","","1996","-","중개거래","충북 음성군"
"97","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","1,200","8","개인","법인","202601","19","지분","2004","-","직거래","-"
"98","충청북도 충주시 앙성면 돈산리","집합","155-1","산전장수1길","계획관리","숙박","8m미만","4.72"," ","1,400","90","개인","개인","202601","19","지분","1997","-","직거래","-"
"99","충청북도 청주시 상당구 용담동","집합","397","수영로","준주거","제2종근린생활","25m이상","247.71"," ","28,000","6","개인","개인","202601","18","","2004","-","중개거래","충북 청주시 상당구"
"100","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","2,050","5","법인","법인","202601","16","지분","2004","-","직거래","-"
"101","충청북도 제천시 장락동","일반","6**","청전대로","제2종일반주거","제1종근린생활","25m이상","1466.97","1023.00","154,725","","개인","개인","202601","16","","2001","-","중개거래","충북 제천시"
"102","충청북도 진천군 광혜원면 광혜원리","집합","733-13","진광로","자연녹지","제2종근린생활","25m미만","34.00"," ","7,500","1","개인","개인","202601","16","","2013","-","직거래","-"
"103","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","11","법인","법인","202601","16","지분","2004","-","직거래","-"
"104","충청북도 충주시 목행동","집합","526-29","목행산단7로","준공업","판매","25m미만","115.50"," ","8,500","3","개인","개인","202601","16","","","-","직거래","-"
"105","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","11","법인","법인","202601","16","지분","2004","-","직거래","-"
"106","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,283","12","법인","법인","202601","16","지분","2004","-","직거래","-"
"107","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,566","8","법인","개인","202601","15","지분","2004","-","직거래","-"
"108","충청북도 진천군 진천읍 읍내리","일반","5**","남산길","일반상업","숙박","25m미만","989.88","291.00","190,980","","법인","개인","202601","15","","1998","-","중개거래","서울 종로구"
"109","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","12","법인","법인","202601","15","지분","2004","-","직거래","-"
"110","충청북도 충주시 주덕읍 화곡리","집합","1250","","준공업","제2종근린생활","25m미만","48.83"," ","13,500","2","개인","개인","202601","15","","","-","중개거래","충북 충주시"
"111","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,365","5","법인","개인","202601","15","지분","2004","-","직거래","-"
"112","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","1,932","8","개인","법인","202601","15","지분","2004","-","직거래","-"
"113","충청북도 충주시 금릉동","일반","7**","국원대로","일반상업","제2종근린생활","25m이상","367.53","1082.70","495,000","","법인","법인","202601","15","","2018","-","중개거래","서울 강남구"
"114","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","8","법인","법인","202601","15","지분","2004","-","직거래","-"
"115","충청북도 제천시 중앙로2가","일반","2*","풍양로11길","일반상업","숙박","12m미만","1214.11","417.50","346,500","","개인","개인","202601","14","","2003","-","중개거래","서울 중구"
"116","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,365","12","법인","개인","202601","14","지분","2004","-","직거래","-"
"117","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","12","법인","개인","202601","14","지분","2004","-","직거래","-"
"118","충청북도 제천시 청전동","일반","1***","칠성로","제2종일반주거","제1종근린생활","25m미만","395.23","212.10","61,000","","개인","개인","202601","14","","1996","-","중개거래","충북 제천시"
"119","충청북도 영동군 상촌면 임산리","일반","3**","","계획관리","제2종근린생활","8m미만","75.77","161.00","4,900","","개인","개인","202601","14","","1990","-","직거래","-"
"120","충청북도 청주시 청원구 우암동","일반","3**","내덕로18번길","일반상업","숙박","12m미만","775.44","335.20","61,000","","법인","개인","202601","14","","1987","-","중개거래","서울 동대문구"
"121","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","4,104","13","법인","개인","202601","14","지분","2004","-","직거래","-"
"122","충청북도 단양군 단양읍 도전리","일반","4**","도전3로","제2종일반주거","제2종근린생활","25m미만","117.05","155.00","17,500","","법인","개인","202601","13","","1985","-","직거래","-"
"123","충청북도 청주시 흥덕구 복대동","집합","288-6","대농로","일반상업","제2종근린생활","25m이상","50.65"," ","80,000","1","개인","개인","202601","13","","2018","-","직거래","-"
"124","충청북도 청주시 서원구 사창동","집합","180-1","1순환로","일반상업","제1종근린생활","25m이상","130.75"," ","27,000","","개인","법인","202601","13","","2023","-","중개거래","충북 청주시 서원구, 충북 청주시 청원구"
"125","충청북도 청주시 흥덕구 가경동","집합","2270","서현로","준주거","제2종근린생활","25m미만","96.35"," ","48,500","2","법인","개인","202601","13","","2022","-","중개거래","충북 청주시 흥덕구"
"126","충청북도 음성군 대소면 오산리","일반","1**","오태로","제2종일반주거","제2종근린생활","8m미만","103.50","113.00","30,000","","개인","개인","202601","13","","","-","직거래","-"
"127","충청북도 제천시 신월동","일반","1***","대학로15길","제1종일반주거","제2종근린생활","25m이상","308.10","173.30","38,000","","법인","개인","202601","12","","2005","-","중개거래","충북 제천시"
"128","충청북도 청주시 흥덕구 오송읍 봉산리","집합","1004","봉산2길","일반상업","제2종근린생활","25m미만","97.94"," ","23,412","7","법인","법인","202601","12","","2023","-","직거래","-"
"129","충청북도 옥천군 안남면 연주리","일반","6**","종미1길","자연환경보전","제1종근린생활","-","44.55","475.00","9,900","","개인","개인","202601","12","","2025","-","직거래","-"
"130","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,283","9","법인","법인","202601","12","지분","2004","-","직거래","-"
"131","충청북도 청주시 청원구 사천동","일반","4**","율봉로","제2종일반주거","제1종근린생활","25m미만","470.23","165.50","45,500","","개인","개인","202601","11","지분","1995","-","중개거래","충북 청주시 청원구"
"132","충청북도 청주시 흥덕구 강내면 탑연리","일반","2**","태성탑연로","일반상업","제1종근린생활","25m이상","347.88","153.40","35,500","","개인","개인","202601","11","","","-","중개거래","충북 청주시 흥덕구"
"133","충청북도 청주시 청원구 사천동","일반","4**","율봉로","제2종일반주거","제1종근린생활","25m미만","470.23","165.50","46,000","","개인","개인","202601","11","지분","1995","20260128","중개거래","충북 청주시 청원구"
"134","충청북도 음성군 대소면 오류리","집합","890","대금로","계획관리","판매","12m미만","82.16"," ","12,600","","개인","개인","202601","10","","2014","-","직거래","-"
"135","충청북도 청주시 청원구 오창읍 양청리","집합","810-2","중부로","준주거","제2종근린생활","25m이상","85.47"," ","40,000","2","개인","개인","202601","10","","2018","-","중개거래","충북 청주시 청원구"
"136","충청북도 충주시 신니면 송암리","일반","5**","신덕로","계획관리","제2종근린생활","25m미만","231.00","1812.00","29,000","","개인","개인","202601","09","","1994","-","중개거래","충북 충주시"
"137","충청북도 충주시 신니면 송암리","일반","5**","신덕로","계획관리","제1종근린생활","25m미만","170.07","1812.00","20,000","","개인","개인","202601","09","","","-","중개거래","충북 충주시"
"138","충청북도 청주시 상당구 문의면 미천리","일반","1**","문의시내로","계획관리","제2종근린생활","25m미만","247.28","256.00","32,500","","개인","개인","202601","09","","1982","-","중개거래","충북 청주시 상당구"
"139","충청북도 진천군 광혜원면 광혜원리","일반","5**","화랑5길","제1종일반주거","제2종근린생활","25m미만","209.24","196.00","32,000","","개인","개인","202601","09","","2001","-","중개거래","충북 진천군"
"140","충청북도 보은군 보은읍 누청리","일반","3**","누청1길","계획관리","제2종근린생활","8m미만","456.48","1112.00","10,000","","개인","개인","202601","09","","2007","-","직거래","-"
"141","충청북도 단양군 단양읍 상진리","집합","4-1","삼봉로","자연녹지","숙박","25m미만","4.96"," ","3,283","12","법인","법인","202601","08","지분","2004","-","직거래","-"
